title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,source
"Object Design: Roles, Responsibilities, and Collaborations","Object Design: Roles, Responsibilities, and Collaborations",Rebecca Wirfs-Brock,3.73,107,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372040740i/179204._SX50_.jpg,https://www.goodreads.com/book/show/179204.Object_Design,goodreads_scraped
Python for Data Analysis,Python for Data Analysis,Wes McKinney,4.17,2470,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356132971i/14744694._SX50_.jpg,https://www.goodreads.com/book/show/14744694-python-for-data-analysis,goodreads_scraped
The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws,The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws,Dafydd Stuttard,4.23,1232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387751834i/13087608._SX50_.jpg,https://www.goodreads.com/book/show/13087608-the-web-application-hacker-s-handbook,goodreads_scraped
Erlang and OTP in Action,Erlang and OTP in Action,Martin Logan,4.27,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348920801i/7438968._SX50_.jpg,https://www.goodreads.com/book/show/7438968-erlang-and-otp-in-action,goodreads_scraped
Programming Erlang: Software for a Concurrent World,Programming Erlang: Software for a Concurrent World,Joe Armstrong,4.03,753,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348438320i/808814._SX50_.jpg,https://www.goodreads.com/book/show/808814.Programming_Erlang,goodreads_scraped
Learn you some Erlang for great good!,Learn you some Erlang for great good!,Fred Hebert,4.49,353,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367322047i/6718693._SX50_.jpg,https://www.goodreads.com/book/show/6718693-learn-you-some-erlang-for-great-good,goodreads_scraped
Algorithms to Live By: The Computer Science of Human Decisions,Algorithms to Live By: The Computer Science of Human Decisions,Brian  Christian,4.12,35664,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454296875i/25666050._SY75_.jpg,https://www.goodreads.com/book/show/25666050-algorithms-to-live-by,goodreads_scraped
Working with UNIX Processes,Working with UNIX Processes,Jesse Storimer,4.09,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345199574i/13366727._SX50_.jpg,https://www.goodreads.com/book/show/13366727-working-with-unix-processes,goodreads_scraped
Confident Ruby,Confident Ruby,Avdi Grimm,4.41,373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398328834i/15847933._SX50_.jpg,https://www.goodreads.com/book/show/15847933-confident-ruby,goodreads_scraped
Exceptional Ruby: Master the Art of Handling Failure in Ruby,Exceptional Ruby: Master the Art of Handling Failure in Ruby,Avdi Grimm,4.0,217,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309989829i/11799211._SX50_.jpg,https://www.goodreads.com/book/show/11799211-exceptional-ruby,goodreads_scraped
Smalltalk Best Practice Patterns,Smalltalk Best Practice Patterns,Kent Beck,4.17,283,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390275474i/781561._SX50_.jpg,https://www.goodreads.com/book/show/781561.Smalltalk_Best_Practice_Patterns,goodreads_scraped
Class Construction in C and C++: Object-Oriented Programming Fundamentals,Class Construction in C and C++: Object-Oriented Programming Fundamentals,Roger Sessions,4.0,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311305980i/1508453._SX50_.jpg,https://www.goodreads.com/book/show/1508453.Class_Construction_in_C_and_C_,goodreads_scraped
The Tangled Web: A Guide to Securing Modern Web Applications,The Tangled Web: A Guide to Securing Modern Web Applications,Michal Zalewski,4.05,558,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344675366i/11553604._SX50_.jpg,https://www.goodreads.com/book/show/11553604-the-tangled-web,goodreads_scraped
"Generative Programming: Methods, Tools, and Applications","Generative Programming: Methods, Tools, and Applications",Krysztof Czarnecki,4.06,33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349069017i/1639030._SX50_.jpg,https://www.goodreads.com/book/show/1639030.Generative_Programming,goodreads_scraped
"A Pattern Language: Towns, Buildings, Construction","A Pattern Language: Towns, Buildings, Construction (Center for Environmental Structure Series)",Christopher W. Alexander,4.42,5508,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437097809i/79766._SY75_.jpg,https://www.goodreads.com/book/show/79766.A_Pattern_Language,goodreads_scraped
Patterns of Software: Tales from the Software Community,Patterns of Software: Tales from the Software Community,Richard P. Gabriel,3.78,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387734601i/685486._SY75_.jpg,https://www.goodreads.com/book/show/685486.Patterns_of_Software,goodreads_scraped
Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,4.21,7206,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563058549i/20186._SY75_.jpg,https://www.goodreads.com/book/show/20186.Seeing_Like_a_State,goodreads_scraped
Thinking In Systems: A Primer,Thinking In Systems: A Primer,Donella H. Meadows,4.18,23716,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390169859i/3828902._SY75_.jpg,https://www.goodreads.com/book/show/3828902-thinking-in-systems,goodreads_scraped
Systems Thinking: Managing Chaos and Complexity - A Platform for Designing Business Architecture,Systems Thinking: Managing Chaos and Complexity - A Platform for Designing Business Architecture,Jamshid Gharajedaghi,3.94,289,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390273052i/592861._SY75_.jpg,https://www.goodreads.com/book/show/592861.Systems_Thinking,goodreads_scraped
Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age,Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age,Michael A. Hiltzik,4.13,2506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349086333i/1101290._SX50_.jpg,https://www.goodreads.com/book/show/1101290.Dealers_of_Lightning,goodreads_scraped
The Leprechauns of Software Engineering,The Leprechauns of Software Engineering,Laurent Bossavit,3.78,180,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366627043i/15874425._SX50_.jpg,https://www.goodreads.com/book/show/15874425-the-leprechauns-of-software-engineering,goodreads_scraped
Software Tools,Software Tools,Brian W. Kernighan,4.35,111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348572669i/515603._SX50_.jpg,https://www.goodreads.com/book/show/515603.Software_Tools,goodreads_scraped
Selected Papers on Computer Science,Selected Papers on Computer Science,Donald Ervin Knuth,3.86,78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328839791i/112248._SX50_.jpg,https://www.goodreads.com/book/show/112248.Selected_Papers_on_Computer_Science,goodreads_scraped
Practical Object Oriented Design in Ruby,Practical Object Oriented Design in Ruby,Sandi Metz,4.53,2827,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358916543i/13507787._SX50_.jpg,https://www.goodreads.com/book/show/13507787-practical-object-oriented-design-in-ruby,goodreads_scraped
Extreme Programming Explained: Embrace Change,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,4.13,4103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925310i/67833._SX50_.jpg,https://www.goodreads.com/book/show/67833.Extreme_Programming_Explained,goodreads_scraped
The Linux Programming Interface: A Linux and UNIX System Programming Handbook,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,Michael Kerrisk,4.63,725,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391032547i/7672214._SX50_.jpg,https://www.goodreads.com/book/show/7672214-the-linux-programming-interface,goodreads_scraped
Learn You a Haskell for Great Good!,Learn You a Haskell for Great Good!,Miran Lipovača,4.3,2381,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1294497489i/6593810._SX50_.jpg,https://www.goodreads.com/book/show/6593810-learn-you-a-haskell-for-great-good,goodreads_scraped
Network Flow Analysis,Network Flow Analysis,Michael Warren Lucas,3.96,28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328753486i/6947986._SX50_.jpg,https://www.goodreads.com/book/show/6947986-network-flow-analysis,goodreads_scraped
Network Attacks and Exploitation: A Framework,Network Attacks and Exploitation: A Framework,Matthew Monte,4.12,50,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417983351i/22775588._SX50_.jpg,https://www.goodreads.com/book/show/22775588-network-attacks-and-exploitation,goodreads_scraped
Literate Programming,Literate Programming (Lecture Notes) (Volume 27),Donald Ervin Knuth,3.92,119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328862055i/112245._SY75_.jpg,https://www.goodreads.com/book/show/112245.Literate_Programming_Lecture_Notes_,goodreads_scraped
"Design of Design, The: Essays from a Computer Scientist","Design of Design, The: Essays from a Computer Scientist",Frederick P. Brooks Jr.,3.77,618,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347816880i/7157080._SY75_.jpg,https://www.goodreads.com/book/show/7157080-design-of-design-the,goodreads_scraped
Effective Oracle by Design,Effective Oracle by Design (Osborne ORACLE Press Series),Thomas Kyte,4.43,100,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923849i/74956._SX50_.jpg,https://www.goodreads.com/book/show/74956.Effective_Oracle_by_Design,goodreads_scraped
"Agile Web Development with Rails, 1st Edition","Agile Web Development with Rails, 1st Edition",Dave         Thomas,3.86,2229,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705943357i/45._SX50_.jpg,https://www.goodreads.com/book/show/45.Agile_Web_Development_with_Rails_1st_Edition,goodreads_scraped
Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Software Systems Architecture: Working with Stakeholders Using Viewpoints and Perspectives,Nick Rozanski,4.12,221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924910i/223932._SX50_.jpg,https://www.goodreads.com/book/show/223932.Software_Systems_Architecture,goodreads_scraped
Continuous delivery,Continuous delivery,Jez Humble,4.2,3315,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347640457i/8686650._SX50_.jpg,https://www.goodreads.com/book/show/8686650-continuous-delivery,goodreads_scraped
Fundamentals of database systems,Fundamentals of database systems,Ramez Elmasri,3.81,966,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380163671i/3653475._SX50_.jpg,https://www.goodreads.com/book/show/3653475-fundamentals-of-database-systems,goodreads_scraped
Visual Basic.Net Black Book,Visual Basic.Net Black Book,Steven Holzner,3.73,30,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328690475i/2085103._SX50_.jpg,https://www.goodreads.com/book/show/2085103.Visual_Basic_Net_Black_Book,goodreads_scraped
Code Reviews 101,Code Reviews 101,Giuliana Carullo,3.82,11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526811104i/40180576._SX50_.jpg,https://www.goodreads.com/book/show/40180576-code-reviews-101,goodreads_scraped
Getting Value out of Agile Retrospectives - A Toolbox of Retrospective Exercises,Getting Value out of Agile Retrospectives - A Toolbox of Retrospective Exercises,Luis Gonçalves,3.81,167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388818507i/20358837._SX50_.jpg,https://www.goodreads.com/book/show/20358837-getting-value-out-of-agile-retrospectives---a-toolbox-of-retrospective-e,goodreads_scraped
Secrets and Lies: Digital Security in a Networked World,Secrets and Lies: Digital Security in a Networked World,Bruce Schneier,3.93,1799,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388258580i/304482._SY75_.jpg,https://www.goodreads.com/book/show/304482.Secrets_and_Lies,goodreads_scraped
Distributed Operating Systems,Distributed Operating Systems,Andrew S. Tanenbaum,3.96,92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348968040i/544478._SX50_.jpg,https://www.goodreads.com/book/show/544478.Distributed_Operating_Systems,goodreads_scraped
Effective Executive,Effective Executive,Peter F. Drucker,4.08,38121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171693063i/114836._SY75_.jpg,https://www.goodreads.com/book/show/114836.Effective_Executive,goodreads_scraped
Software Requirements: Practical Techniques for Gathering and Managing Requirements Throughout the Product Development Cycle,Software Requirements: Practical Techniques for Gathering and Managing Requirements Throughout the Product Development Cycle,Karl Wiegers,4.14,861,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424820035i/349416._SX50_.jpg,https://www.goodreads.com/book/show/349416.Software_Requirements,goodreads_scraped
The Web Application Hacker's Handbook: Discovering and Exploiting Security Flaws,The Web Application Hacker's Handbook: Discovering and Exploiting Security Flaws,Dafydd Stuttard,4.23,1232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347415849i/1914619._SX50_.jpg,https://www.goodreads.com/book/show/1914619.The_Web_Application_Hacker_s_Handbook,goodreads_scraped
Paradox 4.0 Developer's Guide/Book and Disk,Paradox 4.0 Developer's Guide/Book and Disk,Dana Greaves,3.5,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png,https://www.goodreads.com/book/show/4793393-paradox-4-0-developer-s-guide-book-and-disk,goodreads_scraped
offshoring it services,offshoring it services,Mohan Babu K,4.0,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677805816i/15847264._SY75_.jpg,https://www.goodreads.com/book/show/15847264-offshoring-it-services,goodreads_scraped
Simulation of Digital Communication Systems using Matlab,Simulation of Digital Communication Systems using Matlab,Mathuranathan Viswanathan,4.28,97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372664478i/18141707._SX50_.jpg,https://www.goodreads.com/book/show/18141707-simulation-of-digital-communication-systems-using-matlab,goodreads_scraped
Build Your First Website: A Crash Course in HTML and CSS,Build Your First Website: A Crash Course in HTML and CSS,Joey Kirk,4.5,2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404951250i/22700571._SX50_.jpg,https://www.goodreads.com/book/show/22700571-build-your-first-website,goodreads_scraped
"The Scrumban [R]Evolution: Getting the Most Out of Agile, Scrum, and Lean Kanban","The Scrumban [R]Evolution: Getting the Most Out of Agile, Scrum, and Lean Kanban",Ajay Reddy,3.72,78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437508857i/25953144._SX50_.jpg,https://www.goodreads.com/book/show/25953144-the-scrumban-r-evolution,goodreads_scraped
Programming in Scala: A Comprehensive Step-by-step Guide,Programming in Scala: A Comprehensive Step-by-step Guide,Martin Odersky,4.22,1663,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267787153i/5680904._SX50_.jpg,https://www.goodreads.com/book/show/5680904-programming-in-scala,goodreads_scraped
Create an Uber Clone in 7 Days,Create an Uber Clone in 7 Days,Shai Almog,5.0,8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532609473i/40951868._SY75_.jpg,https://www.goodreads.com/book/show/40951868-create-an-uber-clone-in-7-days,goodreads_scraped
Essential Software Development,Essential Software Development,AppJungle NET LLC,4.5,10,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678170934i/123197645._SX50_.jpg,https://www.goodreads.com/book/show/123197645-essential-software-development,goodreads_scraped
From Vibe Coding to Production: A Practical Guide to Professional Software Development,From Vibe Coding to Production: A Practical Guide to Professional Software Development (Vibe Coding: From Prompt to Production Book 3),Thomas DeGan,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1763422804i/244093145._SY75_.jpg,https://www.goodreads.com/book/show/244093145-from-vibe-coding-to-production,goodreads_scraped
"Web API Development with ASP.NET Core 8: Learn techniques, patterns, and tools for building high-performance, robust, and scalable web APIs","Web API Development with ASP.NET Core 8: Learn techniques, patterns, and tools for building high-performance, robust, and scalable web APIs",Xiaodi Yan,4.5,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1719632391i/175426128._SX50_.jpg,https://www.goodreads.com/book/show/175426128-web-api-development-with-asp-net-core-8,goodreads_scraped
Learning Spark: Lightning-Fast Big Data Analysis,Learning Spark: Lightning-Fast Big Data Analysis,Holden Karau,3.91,566,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380034125i/17318146._SX50_.jpg,https://www.goodreads.com/book/show/17318146-learning-spark,goodreads_scraped
Specification by Example: How Successful Teams Deliver the Right Software,Specification by Example: How Successful Teams Deliver the Right Software,Gojko Adzic,4.03,709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307392511i/10288718._SX50_.jpg,https://www.goodreads.com/book/show/10288718-specification-by-example,goodreads_scraped
Head First Android Development,Head First Android Development,Dawn Griffiths,4.21,400,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457512055i/29467350._SX50_.jpg,https://www.goodreads.com/book/show/29467350-head-first-android-development,goodreads_scraped
"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions","The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,3.87,10031,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405204396i/85574._SX50_.jpg,https://www.goodreads.com/book/show/85574.The_Dilbert_Principle,goodreads_scraped
eXtreme Programming eXplained : embrace change,eXtreme Programming eXplained : embrace change,Kent Beck,4.13,4103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327329713i/1001606._SX50_.jpg,https://www.goodreads.com/book/show/1001606.eXtreme_Programming_eXplained_,goodreads_scraped
"More Joel on Software: Further Thoughts on Diverse and Occasionally Related Matters That Will Prove of Interest to Software Developers, Designers, and ... or Ill Luck, Work with Them in Some Capacity","More Joel on Software: Further Thoughts on Diverse and Occasionally Related Matters That Will Prove of Interest to Software Developers, Designers, and ... or Ill Luck, Work with Them in Some Capacity",Joel Spolsky,4.05,549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349082373i/2718384._SX50_.jpg,https://www.goodreads.com/book/show/2718384-more-joel-on-software,goodreads_scraped
Software Creativity 2.0,Software Creativity 2.0,Robert L. Glass,3.53,53,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347952523i/123717._SX50_.jpg,https://www.goodreads.com/book/show/123717.Software_Creativity_2_0,goodreads_scraped
Implementing Lean Software Development: From Concept to Cash),Implementing Lean Software Development: From Concept to Cash (Addison-Wesley Signature Series (Beck)),Mary Poppendieck,4.2,868,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388500407i/349417._SX50_.jpg,https://www.goodreads.com/book/show/349417.Implementing_Lean_Software_Development,goodreads_scraped
"Free Software, Free Society: Selected Essays","Free Software, Free Society: Selected Essays",Richard M. Stallman,4.08,449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387663317i/942560._SX50_.jpg,https://www.goodreads.com/book/show/942560.Free_Software_Free_Society,goodreads_scraped
Java Persistence With Hibernate,Java Persistence With Hibernate,Christian Bauer,3.89,404,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388295024i/231267._SX50_.jpg,https://www.goodreads.com/book/show/231267.Java_Persistence_With_Hibernate,goodreads_scraped
Beautiful Testing: Leading Professionals Reveal How They Improve Software,Beautiful Testing: Leading Professionals Reveal How They Improve Software,Tim  Riley,3.63,115,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328834696i/6690179._SX50_.jpg,https://www.goodreads.com/book/show/6690179-beautiful-testing,goodreads_scraped
xUnit Test Patterns: Refactoring Test Code,xUnit Test Patterns: Refactoring Test Code,Gerard Meszaros,3.94,688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348288284i/337302._SX50_.jpg,https://www.goodreads.com/book/show/337302.xUnit_Test_Patterns,goodreads_scraped
Computer Organization,Computer Organization,V. Carl Hamacher,3.6,135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347432154i/351587._SX50_.jpg,https://www.goodreads.com/book/show/351587.Computer_Organization,goodreads_scraped
The Joy of Bootstrap: A smarter way to learn the world's most popular web framework,The Joy of Bootstrap: A smarter way to learn the world's most popular web framework,Alan Forbes,3.65,63,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677811276i/23178456._SX50_.jpg,https://www.goodreads.com/book/show/23178456-the-joy-of-bootstrap,goodreads_scraped
Pro AngularJS,Pro AngularJS,Adam   Freeman,3.7,225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398775673i/22022478._SX50_.jpg,https://www.goodreads.com/book/show/22022478-pro-angularjs,goodreads_scraped
فضل شهر رمضان,فضل شهر رمضان,جمعية الأطفال المعوقين,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555324559i/45133255._SX50_.jpg,https://www.goodreads.com/book/show/45133255,goodreads_scraped
كيف تنجح في رمضان,كيف تنجح في رمضان,عمر إبراهيم المديفر,4.0,1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555324287i/45133206._SY75_.jpg,https://www.goodreads.com/book/show/45133206,goodreads_scraped
زاد المسلم في رمضان,زاد المسلم في رمضان,محمد بن ابراهيم المقيد,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555324016i/45133194._SX50_.jpg,https://www.goodreads.com/book/show/45133194,goodreads_scraped
رمضان روضة المحبين,رمضان روضة المحبين,Muhammad Al-'Areefi,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555323853i/45133182._SX50_.jpg,https://www.goodreads.com/book/show/45133182,goodreads_scraped
70 مسألة في الصيام,70 مسألة في الصيام,Muhammad Salih al-Munajjid,3.75,220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png,https://www.goodreads.com/book/show/8802797-70,goodreads_scraped
48 سؤالا في الصيام,48 سؤالا في الصيام,محمد صالح العثيمين,4.35,20,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png,https://www.goodreads.com/book/show/30349561-48,goodreads_scraped
معجزة القرآن,معجزة القرآن,محمد متولي الشعراوي,4.27,796,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264522987i/7646410._SX50_.jpg,https://www.goodreads.com/book/show/7646410,goodreads_scraped
Princess of Glass,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",Jessica Day George,4.06,23266,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397878579i/7199667._SY75_.jpg,https://www.goodreads.com/book/show/7199667-princess-of-glass,goodreads_scraped
Reached,"Reached (Matched, #3)",Ally Condie,3.54,179232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330717582i/13125947._SY75_.jpg,https://www.goodreads.com/book/show/13125947-reached,goodreads_scraped
Lucy,"Lucy (Daughters of the Sea, #3)",Kathryn Lasky,3.87,1168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328408465i/12246388._SY75_.jpg,https://www.goodreads.com/book/show/12246388-lucy,goodreads_scraped
Supernaturally,"Supernaturally (Paranormalcy, #2)",Kiersten White,3.89,41550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371926956i/8581936._SX50_.jpg,https://www.goodreads.com/book/show/8581936-supernaturally,goodreads_scraped
Princess of the Midnight Ball,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",Jessica Day George,3.95,37388,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312063284i/3697927._SY75_.jpg,https://www.goodreads.com/book/show/3697927-princess-of-the-midnight-ball,goodreads_scraped
Die for Me,"Die for Me (Revenants, #1)",Amy Plum,3.98,56098,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358427893i/9462812._SY75_.jpg,https://www.goodreads.com/book/show/9462812-die-for-me,goodreads_scraped
Captivate,"Captivate (Submerged Sun, #1)",Vanessa Garden,3.81,1879,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381964350i/18683518._SY75_.jpg,https://www.goodreads.com/book/show/18683518-captivate,goodreads_scraped
Paranormalcy,"Paranormalcy (Paranormalcy, #1)",Kiersten White,3.88,99484,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496938681i/7719245._SX50_.jpg,https://www.goodreads.com/book/show/7719245-paranormalcy,goodreads_scraped
Fallen,"Fallen (Fallen, #1)",Lauren Kate,3.72,622575,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308._SY75_.jpg,https://www.goodreads.com/book/show/6487308-fallen,goodreads_scraped
Tsarina,Tsarina,J. Nelle Patrick,3.53,1838,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384404257i/18079793._SY75_.jpg,https://www.goodreads.com/book/show/18079793-tsarina,goodreads_scraped
Wither,"Wither (The Chemical Garden, #1)",Lauren DeStefano,3.8,101059,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341532430i/8525590._SX50_.jpg,https://www.goodreads.com/book/show/8525590-wither,goodreads_scraped
The World Within: A Novel of Emily Brontë,The World Within: A Novel of Emily Brontë,Jane Eagland,3.37,229,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423765962i/23013687._SX50_.jpg,https://www.goodreads.com/book/show/23013687-the-world-within,goodreads_scraped
Shatter Me,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,1276598,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045._SY75_.jpg,https://www.goodreads.com/book/show/10429045-shatter-me,goodreads_scraped
Seven Days in May,Seven Days in May,Kim Izzo,3.89,1832,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490043726i/31742324._SX50_.jpg,https://www.goodreads.com/book/show/31742324-seven-days-in-may,goodreads_scraped
Matched,"Matched (Matched, #1)",Ally Condie,3.62,818940,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg,https://www.goodreads.com/book/show/7735333-matched,goodreads_scraped
The Missing Sister,The Missing Sister,Dinah Jefferies,4.07,5113,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544003910i/40723755._SY75_.jpg,https://www.goodreads.com/book/show/40723755-the-missing-sister,goodreads_scraped
Anna Dressed in Blood,"Anna Dressed in Blood (Anna, #1)",Kendare Blake,3.91,107937,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398637405i/9378297._SX50_.jpg,https://www.goodreads.com/book/show/9378297-anna-dressed-in-blood,goodreads_scraped
The Goddess Test,"The Goddess Test (Goddess Test, #1)",Aimee Carter,3.79,59083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387217173i/9681214._SY75_.jpg,https://www.goodreads.com/book/show/9681214-the-goddess-test,goodreads_scraped
Poseur,"Poseur (Poseur, #1)",Rachel Maude,3.57,3776,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388453579i/1394709._SY75_.jpg,https://www.goodreads.com/book/show/1394709.Poseur,goodreads_scraped
Being Nikki,"Being Nikki (Airhead, #2)",Meg Cabot,3.85,30004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388622070i/5135798._SY75_.jpg,https://www.goodreads.com/book/show/5135798-being-nikki,goodreads_scraped
"I'd Tell You I Love You, But Then I'd Have to Kill You","I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.84,194350,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334491180i/852470._SX50_.jpg,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,goodreads_scraped
