title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,source,genres,page_count,description
Structure and Interpretation of Computer Programs,Structure and Interpretation of Computer Programs,Harold Abelson,4.47,4874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347571961i/777411._SX50_.jpg,https://www.goodreads.com/book/show/777411.Structure_and_Interpretation_of_Computer_Programs,goodreads_scraped,"Computer programming, LISP (Computer program language), mirror, pdf.yt, Computer science",542,"> **Wizard Book** n. Hal Abelson's, Jerry Sussman's and Julie Sussman's Structure and Interpretation of Computer Programs (MIT Press, 1984; ISBN 0-262-01077-1), an excellent computer science text used in introductory courses at MIT. So called because of the wizard on the jacket. One of the bibles of the LISP/Scheme world. Also, less commonly, known as the Purple Book.

*from The New Hacker's Dictionary, 2nd edition (MIT Press, 1993)*"
Code Complete: A Practical Handbook of Software Construction,Code Complete: A Practical Handbook of Software Construction,Steve McConnell,4.3,9501,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396837641i/4845._SX50_.jpg,https://www.goodreads.com/book/show/4845.Code_Complete,goodreads_scraped,"Development, Programmeren (computers), Programmatuurtechniek, Handbooks, manuals, Computer software",914,"Take a strategic approach to software construction—and produce superior products—with this fully updated edition of Steve McConnell's critically praised and award-winning guide to software development best practices. Widely considered one of the best practical guides to programming, Steve McConnell's original CODE COMPLETE has been helping developers write better software for more than a decade. Now this classic book has been fully updated and revised with leading-edge practices—and hundreds of new code samples—illustrating the art and science of software construction. Capturing the body of knowledge available from research, academia, and everyday commercial practice, McConnell synthesizes the most effective techniques and must-know principles into clear, pragmatic guidance. No matter what your experience level, development environment, or project size, this book will inform and stimulate your thinking—and help you build the highest quality code.Discover the timeless techniques and strategies that help you:Design for minimum complexity and maximum creativityReap the benefits of collaborative developmentApply defensive programming techniques to reduce and flush out errorsExploit opportunities to refactor—or evolve—code, and do it safelyUse construction practices that are right-weight for your projectDebug problems quickly and effectivelyResolve critical construction issues early and correctlyBuild quality into the beginning, middle, and end of your project"
Introduction to Algorithms,Introduction to Algorithms,Thomas H. Cormen,4.35,9368,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390459484i/6752187._SX50_.jpg,https://www.goodreads.com/book/show/6752187-introduction-to-algorithms,goodreads_scraped,"Algorithms, Computer algorithms, Computer programming, open_syllabus_project, Programming",1292,"This book provides a comprehensive introduction to the modern study of computer algorithms. It presents many algorithms and covers them in considerable depth, yet makes their design and analysis accessible to all levels of readers. We have tried to keep explanations elementary without sacrificing depth of coverage or mathematical rigor. Each chapter presents an algorithm, a design technique, an application area, or a related topic. Algorithms are described in English and in a ""pseudocode"" designed to be readable by anyone who has done a little programming. The book contains over 260 figrues illustrating how the algorithms work. Since we emphasize efficiency as a design criterion, we include careful analyses of the running times of all our algorithms. The text is intended primarily for use in undergraduate or graduate courses in algorithms or data structures. Because it discusses engineering issues in algorithm design, as well as mathematical aspects, it is equally well suited for self-study by technical professionals. --"
"Design Patterns: Elements of Reusable Object-oriented Software / Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development, 2 Volume Set","Design Patterns: Elements of Reusable Object-oriented Software / Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development, 2 Volume Set",Erich Gamma,4.2,12006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180662124i/1062814._SX50_.jpg,https://www.goodreads.com/book/show/1062814.Design_Patterns,goodreads_scraped,,,
Hacker's Delight,Hacker's Delight,Henry S. Warren Jr.,4.2,1139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385216522i/276079._SY75_.jpg,https://www.goodreads.com/book/show/276079.Hacker_s_Delight,goodreads_scraped,"Computer programming, Computer hackers, Hackers, Qa76.6 .w375 2013, 005.1",320,"""This is a collection of small programming tricks that I have come across over many years. Most of them will work only on computers that represent integers in two's-complement form. Although a 32-bit machine is assumed when register length is relevant, most of the tricks are easily adapted to machines with other register sizes.""

""This book does not deal with large tricks such as sophisticated sorting and compiler optimization techniques. Rather, it deals with small tricks that usually involve individual computer words or instructions, such as counting the number of 1-bits in a word. Such tricks often use a mixture of arithmetic and logical instructions.""  -- From the preface."
Refactoring: Improving the Design of Existing Code,Refactoring: Improving the Design of Existing Code (Addison-wesley Object Technology Series),Martin Fowler,4.24,8861,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925632i/44936._SX50_.jpg,https://www.goodreads.com/book/show/44936.Refactoring,goodreads_scraped,"Software refactoring, Object-oriented programming (Computer science)",0,
"The Art of Computer Programming, Volumes 1-4A Boxed Set","The Art of Computer Programming, Volumes 1-4A Boxed Set",Donald Ervin Knuth,4.75,237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347464918i/9410434._SX50_.jpg,https://www.goodreads.com/book/show/9410434-the-art-of-computer-programming-volumes-1-4a-boxed-set,goodreads_scraped,,,
The Algorithm Design Manual,The Algorithm Design Manual,Steven S. Skiena,4.35,2690,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183113i/425208._SX50_.jpg,https://www.goodreads.com/book/show/425208.The_Algorithm_Design_Manual,goodreads_scraped,"Computer algorithms, Qa76.9.a43 s55 2008, 005.1",748,CD-ROM contains: Hypertext version of text -- Source code and URLs for all cited implementations -- Audio lectures on design and analysis of algorithms.
Programming Pearls,Programming Pearls,Jon L. Bentley,4.2,3225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385191091i/52084._SX50_.jpg,https://www.goodreads.com/book/show/52084.Programming_Pearls,goodreads_scraped,,,
On Lisp: Advanced Techniques for Common Lisp,On Lisp: Advanced Techniques for Common Lisp,Paul    Graham,4.3,482,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374030i/41803._SY75_.jpg,https://www.goodreads.com/book/show/41803.On_Lisp,goodreads_scraped,"COMMON LISP (Computer program language), macros, bottom-up programming, Lisp (computer program language)",413,"The title itself, ""On Lisp"", is a reference to the idea that you can solve a programming problem by first building a programming language that lets you talk about your programming problem easier. In Lisp the programmer builds this problem specific language on top of Lisp itself using basic Lisp constructs called ""macros"". This style of programming is called ""bottom-up programming"".

On Lisp is especially known for the complete description of Common Lisp macros and their uses, but the book also covers many other aspects of bottom-up programming in Common Lisp."
Scratch 2.0 Programming,Scratch 2.0 Programming,Denis Golikov,4.36,58,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423263665i/24855246._SX50_.jpg,https://www.goodreads.com/book/show/24855246-scratch-2-0-programming,goodreads_scraped,,,
Grokking Algorithms An Illustrated Guide For Programmers and Other Curious People,Grokking Algorithms An Illustrated Guide For Programmers and Other Curious People,Aditya Y. Bhargava,4.41,5548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458747997i/22847284._SX50_.jpg,https://www.goodreads.com/book/show/22847284-grokking-algorithms-an-illustrated-guide-for-programmers-and-other-curio,goodreads_scraped,"Computer algorithms, Computer programming, Handbooks, manuals, Algorithmus, Programmierung",256,"""Grokking Algorithms is a fully illustrated, friendly guide that teaches you how to apply common algorithms to the practical problems you face every day as a programmer. You'll start with sorting and searching and, as you build up your skills in thinking algorithmically, you'll tackle more complex concerns such as data compression and artificial intelligence. Each carefully presented example includes helpful diagrams and fully annotated code samples in Python.""--Publisher's desription."
Practical Common Lisp,Practical Common Lisp,Peter Seibel,4.15,790,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347722574i/570933._SX50_.jpg,https://www.goodreads.com/book/show/570933.Practical_Common_Lisp,goodreads_scraped,"COMMON LISP (Computer program language), Lisp (computer program language), Programming languages (electronic computers), Common lisp (computer program language), Qa76.73.l23 s45 2005",500,
Programming Ruby: The Pragmatic Programmers' Guide,Programming Ruby: The Pragmatic Programmers' Guide,Dave         Thomas,4.04,1982,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436620106i/515._SX50_.jpg,https://www.goodreads.com/book/show/515.Programming_Ruby,goodreads_scraped,"Ruby (Computer program language), Object-oriented programming (Computer science)",830,
Accelerated C++: Practical Programming by Example,Accelerated C++: Practical Programming by Example,Mike Hendrickson,4.06,728,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348015499i/742586._SX50_.jpg,https://www.goodreads.com/book/show/742586.Accelerated_C_,goodreads_scraped,,,
The Practice of Programming,The Practice of Programming (Addison-Wesley Professional Computing Series),Brian W. Kernighan,4.12,1939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418051i/1032758._SX50_.jpg,https://www.goodreads.com/book/show/1032758.The_Practice_of_Programming,goodreads_scraped,"Computer programming, Programmation (Informatique), Programmierung, Programmeren (computers), Algoritmen",288,A compendium of practical matters of importance to working programmers.
The Little Schemer,The Little Schemer,Daniel P. Friedman,4.29,1993,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347456079i/548914._SX50_.jpg,https://www.goodreads.com/book/show/548914.The_Little_Schemer,goodreads_scraped,"LISP (Computer program language), Scheme (Computer program language), Lisp, Linguagem de programação, LISP",216,"The Little Schemer introduces computing as an extension of arithmetic and algebra ;things that everyone studies in grade school and high school. It introduces programs as recursive functions and briefly discusses the limits of what computers can do. The authors use the programming language Scheme, and interesting foods to illustrate these abstract ideas."
Com+ Programming: A Practical Guide Using Visual C++ and Atl,Com+ Programming: A Practical Guide Using Visual C++ and Atl (Hewlett-Packard Professional Books),Pradeep Tapadiya,3.33,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348579797i/2068596._SX50_.jpg,https://www.goodreads.com/book/show/2068596.Com_Programming,goodreads_scraped,"Development, C++ (Computer program language), ATL (Computer file), COM+, Computer software",560,
Land of Lisp,Land of Lisp,Conrad Barski,4.16,677,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403198191i/6905041._SX50_.jpg,https://www.goodreads.com/book/show/6905041-land-of-lisp,goodreads_scraped,"computer programming, lisp, progamming, Computer games, COMMON LISP (Computer program language)",482,
The Rails Way,The Rails Way,Obie Fernandez,3.86,273,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391053151i/335813._SX50_.jpg,https://www.goodreads.com/book/show/335813.The_Rails_Way,goodreads_scraped,"Computer Technology, Development, Application software, Web site development, Ruby on rails (Electronic resource)",866,"This is the eBook version of the printed book. If the print book includes a CD-ROM, this content is not included within the eBook version.The expert guide to building Ruby on Rails applicationsRuby on Rails strips complexity from the development process, enabling professional developers to focus on what matters most: delivering business value. Now, for the first time, there's a comprehensive, authoritative guide to building production-quality software with Rails. Pioneering Rails developer Obie Fernandez and a team of experts illuminate the entire Rails API, along with the Ruby idioms, design approaches, libraries, and plug-ins that make Rails so valuable. Drawing on their unsurpassed experience, they address the real challenges development teams face, showing how to use Rails' tools and best practices to maximize productivity and build polished applications users will enjoy.Using detailed code examples, Obie systematically covers Rails' key capabilities and subsystems. He presents advanced programming techniques, introduces open source libraries that facilitate easy Rails adoption, and offers important insights into testing and production deployment. Dive deep into the Rails codebase together, discovering why Rails behaves as it does–-and how to make it behave the way you want it to.This book will help youIncrease your productivity as a web developerRealize the overall joy of programming with Ruby on RailsLearn what's new in Rails 2.0 Drive design and protect long-term maintainability with TestUnit and RSpecUnderstand and manage complex program flow in Rails controllersLeverage Rails' support for designing REST-compliant APIsMaster sophisticated Rails routing concepts and techniquesExamine and troubleshoot Rails routing Make the most of ActiveRecord object-relational mappingUtilize Ajax within your Rails applicationsIncorporate logins and authentication into your applicationExtend Rails with the best third-party plug-ins and write your ownIntegrate email services into your applications with ActionMailerChoose the right Rails production configurationsStreamline deployment with Capistrano*The CD-ROM is not included with the digital version of this book."
Working Effectively with Legacy Code,Working Effectively with Legacy Code,Michael C. Feathers,4.14,4685,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348627451i/44919._SX50_.jpg,https://www.goodreads.com/book/show/44919.Working_Effectively_with_Legacy_Code,goodreads_scraped,"Application software, Development",0,
The Little LISPer,The Little LISPer,Daniel P. Friedman,4.29,1993,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348716932i/734117._SX50_.jpg,https://www.goodreads.com/book/show/734117.The_Little_LISPer,goodreads_scraped,"LISP (Computer program language), List processing (Electronic computers), Recursive programming, LISP (langage de programmation), Linguagem De Programacao (Outras)",196,
The C++ Programming Language,The C++ Programming Language,Bjarne Stroustrup,4.1,4037,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349035412i/1032730._SX50_.jpg,https://www.goodreads.com/book/show/1032730.The_C_Programming_Language,goodreads_scraped,"C++ (Computer program language), C++ (Computer programming language), C (Programmiersprache), C++ (Langage de programmation), C++",700,"The C++ Programming tome, written by the father of C++ himself, Bjarne Stroustrup.  The premier book on the subject of C++ Programming."
Responsive Web Design Overview For Beginners,Responsive Web Design Overview For Beginners,Brett Romero,3.33,9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382718256i/18716510._SY75_.jpg,https://www.goodreads.com/book/show/18716510-responsive-web-design-overview-for-beginners,goodreads_scraped,,66,
Your First App: Node.js,Your First App: Node.js,Jim Schubert,0.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426358199i/25142318._SX50_.jpg,https://www.goodreads.com/book/show/25142318-your-first-app,goodreads_scraped,,,
Learn Python Programming the Easy and Fun Way,Learn Python Programming the Easy and Fun Way,Elaiya Iswera Lallan,3.33,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508382992i/36437912._SX50_.jpg,https://www.goodreads.com/book/show/36437912-learn-python-programming-the-easy-and-fun-way,goodreads_scraped,,0,
ZX Spectrum Games Code Club: Twenty fun games to code and learn,ZX Spectrum Games Code Club: Twenty fun games to code and learn,Gary Plowman,4.0,20,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453058059i/28288701._SX50_.jpg,https://www.goodreads.com/book/show/28288701-zx-spectrum-games-code-club,goodreads_scraped,,,
The Pragmatic Programmer: From Journeyman to Master,The Pragmatic Programmer: From Journeyman to Master,Andy   Hunt,4.33,24376,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410138341i/22250228._SX50_.jpg,https://www.goodreads.com/book/show/22250228-the-pragmatic-programmer,goodreads_scraped,"Computer programming, Vocational education, Projectmanagement, Métodos ágeis, Programmeren (computers)",352,"The Pragmatic Programmer is one of those rare tech audiobooks you’ll listen, re-listen, and listen to again over the years. Whether you’re new to the field or an experienced practitioner, you’ll come away with fresh insights each and every time. 

Dave Thomas and Andy Hunt wrote the first edition of this influential book in 1999 to help their clients create better software and rediscover the joy of coding. These lessons have helped a generation of programmers examine the very essence of software development, independent of any particular language, framework, or methodology, and the Pragmatic philosophy has spawned hundreds of books, screencasts, and audio books, as well as thousands of careers and success stories. 

Now, 20 years later, this new edition re-examines what it means to be a modern programmer. Topics range from personal responsibility and career development to architectural techniques for keeping your code flexible and easy to adapt and reuse. All the old favorite topics are there, updated for this new world. And there's a bunch of new content, reflecting what we've learned in the intervening years. 

Whether you’re a new coder, an experienced programmer, or a manager responsible for software projects, use these lessons daily, and you’ll quickly see improvements in personal productivity, accuracy, and job satisfaction. You’ll learn skills and develop habits and attitudes that form the foundation for long-term success in your career. You’ll become a pragmatic programmer. 

This audiobook is organized as a series of sections, each containing a series of topics. It is read by Anna Katarina; Dave and Andy (and a few other folks) jump in every now and then to give their take on things."
OOP Concepts Booster : Take Your Coding Skills to the Next Level,OOP Concepts Booster : Take Your Coding Skills to the Next Level,Rakesh Singh,3.69,16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576607122i/49366593._SY75_.jpg,https://www.goodreads.com/book/show/49366593-oop-concepts-booster,goodreads_scraped,,,
Java Concurrency in Practice,Java Concurrency in Practice,Brian Goetz,4.48,2915,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349044077i/127932._SX50_.jpg,https://www.goodreads.com/book/show/127932.Java_Concurrency_in_Practice,goodreads_scraped,"java programming language, concurrency, programming, non-fiction, Java (Computer program language)",408,Développez des programmes concurrents fiables en Java ! Cet ouvrage fournit à la fois les bases théoriques et les techniques concrètes pour construire des applications concurrentes fiables et adaptées aux systèmes actuels et futurs.
Scratch Programming Lab 01: Detailed step by step guide for middle school students.,Scratch Programming Lab 01: Detailed step by step guide for middle school students.,Denis Golikov,3.83,6,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447280659i/27803325._SX50_.jpg,https://www.goodreads.com/book/show/27803325-scratch-programming-lab-01,goodreads_scraped,,,
Archie #1,Archie (2015-) #1,Mark Waid,4.01,2217,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436215632l/25862145._SX50_SY75_.jpg,https://www.goodreads.com/book/show/25862145-archie-2015--1,goodreads_scraped,,,
Secure Coding in C And C++,Secure Coding in C And C++,Robert C. Seacord,3.96,54,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348390884i/1069724._SX50_.jpg,https://www.goodreads.com/book/show/1069724.Secure_Coding_in_C_And_C_,goodreads_scraped,"C (Computer program language), C++ (Computer program language), Computer security, C plus plus (computer program language), Qa76.9.a25 s368 2006",341,"""Commonly exploited software vulnerabilities are usually caused by avoidable software defects. Having analyzed nearly 18,000 vulnerability reports over the past ten years, the CERT/Coordination Center (CERT/CC) has determined that a relatively small number of root causes account for most of them. This book identifies and explains these causes and shows the steps that can be taken to prevent exploitation. Moreover, this book encourages programmers to adopt security best practices and develop a security mindset that can help protect software from tomorrow's attacks, not just today's.""--BOOK JACKET."
Avatar: The Last Airbender: The Lost Scrolls Collection,Avatar: The Last Airbender: The Lost Scrolls Collection,Michael Teitelbaum,4.47,1044,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348810034i/5720763._SX50_.jpg,https://www.goodreads.com/book/show/5720763-avatar,goodreads_scraped,,,
Cracking the Coding Interview: 189 Programming Questions and Solutions,Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,4.33,6931,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441834930i/25707092._SX50_.jpg,https://www.goodreads.com/book/show/25707092-cracking-the-coding-interview,goodreads_scraped,"Problems, exercises, Computer programming, Vocational guidance, Employment interviewing, Computer programmers",504,"I am not a recruiter. I am a software engineer. And as such, I know what it's like to be asked to whip up brilliant algorithms on the spot and then write flawless code on a whiteboard. I've been through this as a candidate and as an interviewer.

Cracking the Coding Interview, 6th Edition is here to help you through this process, teaching you what you need to know and enabling you to perform at your very best. I've coached and interviewed hundreds of software engineers. The result is this book.

Learn how to uncover the hints and hidden details in a question, discover how to break down a problem into manageable chunks, develop techniques to unstick yourself when stuck, learn (or re-learn) core computer science concepts, and practice on 189 interview questions and solutions.

These interview questions are real; they are not pulled out of computer science textbooks. They reflect what's truly being asked at the top companies, so that you can be as prepared as possible.

WHAT'S INSIDE?

- 189 programming interview questions, ranging from the basics to the trickiest algorithm problems.
- A walk-through of how to derive each solution, so that you can learn how to get there yourself.
- Hints on how to solve each of the 189 questions, just like what you would get in a real interview.
- Five proven strategies to tackle algorithm questions, so that you can solve questions you haven't seen.
- Extensive     coverage of essential topics, such as big O time, data structures, and core algorithms.
- A behind the scenes look at how top companies like Google and Facebook hire developers.
- Techniques to prepare for and ace the soft side of the interview: behavioral questions.
- For interviewers and companies: details on what makes a good interview question and hiring process."
The Lost Scrolls: Fire,The Lost Scrolls: Fire,Tom Mason,4.42,845,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348923722i/156986._SX50_.jpg,https://www.goodreads.com/book/show/156986.The_Lost_Scrolls,goodreads_scraped,"Spirits, Heroes, Juvenile fiction, Fiction",64,"""If you are reading this, you have uncovered one of the four hidden scrolls I have compiled about the world of Avatar. This scroll contains all of the knowledge that I have gathered so far about the Water Tribes -- their history and culture and the great tales of their past and present. Katara recounts her discovery of the Avatar in the iceberg, Sokka remembers his childhood upon seeing their father's old friend, and Aang tells of his lessons with the Waterbending master in the North. The scroll also contains information about Waterbending moves, Healers, Water tribe traditions, and much more""--Page 4 of cover."
Head First Design Patterns,Head First Design Patterns,Eric Freeman,4.3,9052,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408309444i/58128._SX50_.jpg,https://www.goodreads.com/book/show/58128.Head_First_Design_Patterns,goodreads_scraped,"Development, Java (Computer program language), Computer software, Computer programs, design, Softwares (projeto)",676,
"Avatar: The Last Airbender - The Search, Part 2","Avatar: The Last Airbender - The Search, Part 2 (The Search, #2)",Gene Luen Yang,4.45,13321,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382514235i/17445144._SY75_.jpg,https://www.goodreads.com/book/show/17445144-avatar,goodreads_scraped,,,
The Promise,"The Promise (Avatar: The Last Airbender, #1)",Gene Luen Yang,4.4,29973,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403207535i/16231346._SX50_.jpg,https://www.goodreads.com/book/show/16231346-the-promise,goodreads_scraped,"Comics & graphic novels, fantasy, nyt:paperback-graphic-books=2012-02-26, New York Times bestseller",76,"**The war is over...but the adventure has just begun!**

Picking up exactly where Avatar: The Last Airbender left off, The Promise takes Aang to a Fire Nation colony in the heart of the Earth Nation, where tensions between neighbors threaten to shatter the world's newfound peace—putting the Avatar on a collision course with one of his closest friends, Fire Lord Zuko!"
C++ Programming: From Problem Analysis to Program Design,C++ Programming: From Problem Analysis to Program Design,D.S. Malik,4.2,199,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355873759i/12667136._SX50_.jpg,https://www.goodreads.com/book/show/12667136-c-programming,goodreads_scraped,,,
"Avatar: The Last Airbender - The Promise, Part 3","Avatar: The Last Airbender - The Promise, Part 3 (The Promise, #3)",Gene Luen Yang,4.41,14904,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335027556i/13611440._SX50_.jpg,https://www.goodreads.com/book/show/13611440-avatar,goodreads_scraped,,,
American Born Chinese,American Born Chinese,Gene Luen Yang,3.88,102688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317066615i/118944._SX50_.jpg,https://www.goodreads.com/book/show/118944.American_Born_Chinese,goodreads_scraped,"Fiction, Chinese Americans, Juvenile fiction, Graphic novels, Schools",240,Alternates three interrelated stories about the problems of young Chinese Americans trying to participate in the popular culture. Presented in comic book format.
"Avatar: The Last Airbender - The Rift, Part 1","Avatar: The Last Airbender - The Rift, Part 1 (The Rift, #1)",Gene Luen Yang,4.32,16977,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382378982i/18687079._SX50_.jpg,https://www.goodreads.com/book/show/18687079-avatar,goodreads_scraped,,,
"Avatar: The Last Airbender - The Promise, Part 1","Avatar: The Last Airbender - The Promise, Part 1 (The Promise, #1)",Gene Luen Yang,4.3,34063,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335027742i/12413836._SX50_.jpg,https://www.goodreads.com/book/show/12413836-avatar,goodreads_scraped,,,
"Avatar: The Last Airbender - The Search, Part 1","Avatar: The Last Airbender - The Search, Part 1 (The Search, #1)",Gene Luen Yang,4.39,32966,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382513568i/16277248._SY75_.jpg,https://www.goodreads.com/book/show/16277248-avatar,goodreads_scraped,,,
"Avatar: The Last Airbender - The Promise, Part 2","Avatar: The Last Airbender - The Promise, Part 2 (The Promise, #2)",Gene Luen Yang,4.41,24194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335027722i/13096848._SY75_.jpg,https://www.goodreads.com/book/show/13096848-avatar,goodreads_scraped,,,
Avatar: The Last Airbender - The Lost Adventures,Avatar: The Last Airbender - The Lost Adventures,Bryan Konietzko,4.36,24861,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297596036i/10450750._SX50_.jpg,https://www.goodreads.com/book/show/10450750-avatar,goodreads_scraped,,226,
Avatar: The Last Airbender: Journeys Through the Earth Kingdom,Avatar: The Last Airbender: Journeys Through the Earth Kingdom,Michael Teitelbaum,4.44,317,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335143309i/9220325._SX50_.jpg,https://www.goodreads.com/book/show/9220325-avatar,goodreads_scraped,,,
The Last Airbender: Prequel - Zuko's Story,The Last Airbender: Prequel - Zuko's Story,Dave Roman,4.35,4579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449700i/7061696._SY75_.jpg,https://www.goodreads.com/book/show/7061696-the-last-airbender,goodreads_scraped,,,
Avatar Volume 7: The Legend of Aang,Avatar Volume 7: The Legend of Aang,Michael Dante DiMartino,4.61,596,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1232772483i/6131379._SX50_.jpg,https://www.goodreads.com/book/show/6131379-avatar-volume-7,goodreads_scraped,,,
Avatar Volume 8: The Last Airbender,Avatar Volume 8: The Last Airbender (Avatar #8),Bryan Konietzko,4.52,265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267774888i/3098445._SX50_.jpg,https://www.goodreads.com/book/show/3098445-avatar-volume-8,goodreads_scraped,,,
Avatar Volume 7: The Last Airbender,Avatar Volume 7: The Last Airbender (Avatar #7),Bryan Konietzko,4.61,596,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267323885i/2857200._SX50_.jpg,https://www.goodreads.com/book/show/2857200-avatar-volume-7,goodreads_scraped,,,
Engineering Long-Lasting Software,Engineering Long-Lasting Software,Armando Fox,3.75,220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328734404i/13459482._SX50_.jpg,https://www.goodreads.com/book/show/13459482-engineering-long-lasting-software,goodreads_scraped,,,
Avatar Volume 3: The Last Airbender,Avatar Volume 3: The Last Airbender (Avatar #3),Michael Dante DiMartino,4.44,466,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391053041i/1070551._SX50_.jpg,https://www.goodreads.com/book/show/1070551.Avatar_Volume_3,goodreads_scraped,,,
Avatar Volume 4: The Last Airbender,Avatar Volume 4: The Last Airbender (Avatar #4),Michael Dante DiMartino,4.55,581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923199i/156990._SX50_.jpg,https://www.goodreads.com/book/show/156990.Avatar_Volume_4,goodreads_scraped,,,
Avatar Volume 6: The Last Airbender,Avatar Volume 6: The Last Airbender (Avatar #6),Bryan Konietzko,4.62,695,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388699054i/951061._SX50_.jpg,https://www.goodreads.com/book/show/951061.Avatar_Volume_6,goodreads_scraped,,,
Avatar Volume 2: The Last Airbender,Avatar Volume 2: The Last Airbender (Avatar #2),Michael Dante DiMartino,4.45,1023,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540404411i/2635498._SX50_.jpg,https://www.goodreads.com/book/show/2635498-avatar-volume-2,goodreads_scraped,,,
Avatar Volume 5: The Last Airbender,Avatar Volume 5: The Last Airbender (Avatar #5),Michael Dante DiMartino,4.55,761,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1179748292i/951060._SX50_.jpg,https://www.goodreads.com/book/show/951060.Avatar_Volume_5,goodreads_scraped,,,
The C Programming Language,The C Programming Language,Brian W. Kernighan,4.44,11405,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391032531i/515601._SX50_.jpg,https://www.goodreads.com/book/show/515601.The_C_Programming_Language,goodreads_scraped,"C (Computer program language), Linguagem De Programacao (Outras), C (programmeertaal), C (Langage de programmation), Computers",274,"Very well known, classic introduction to the C Programming Language. Both a text for learning, a reference, and, to some, the definition of proper C language features and use."
